"job_title","seniority_level","status","location","post_date","industry","ownership","company_size","revenue","salary","skills","salary_clean","salary_min","salary_max","salary_num","salary_usd"
"data scientist","senior","hybrid","Seattle, WA . Hybrid","4 days ago","Technology","Private","45","45","210,073 - 251,172","['sql', 'python']","210073 - 251172",210073,NA,210073,236416.1542
"data scientist",NA,"hybrid",NA,"a month ago","Technology","Private","56","56","36,542 - 54,809","[]","36542 - 54809",36542,NA,36542,41124.3668
"data scientist","senior","on-site","Toronto, Ontario, Canada","5 days ago","Finance","Private","45,050","45,050","94,256 - 175,359","['machine learning', 'python']","94256 - 175359",94256,NA,94256,106075.7024
"data scientist","senior",NA,"United States","5 days ago","Technology","Private","210","210","87,407","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']","87407",87407,NA,87407,98367.8378
"data scientist",NA,"on-site","New York City, New York, United States . On-site","2 months ago","Technology","Private","150","150","154,356","[]","154356",154356,NA,154356,173712.2424
"data scientist","senior",NA,"Lexington, MA . Massachusetts, United States","a month ago","Technology","Public","1,800",NA,"109,604","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']","109604",109604,NA,109604,123348.3416
"data scientist","lead",NA,"New York, United States","6 days ago","Technology","Private","1,020","1,020","141,571 - 164,405","['tableau', 'sql', 'r', 'python']","141571 - 164405",141571,NA,141571,159324.0034
"data scientist","senior","on-site","Fort George G Meade, Maryland, United States . On-site","3 months ago","Technology","Private","45","45","89,511 - 196,370","[]","89511 - 196370",89511,NA,89511,100735.6794
"data scientist","midlevel","remote","São Paulo, São Paulo, Brazil . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,214","['sql', 'machine learning', 'python']","25214",25214,NA,25214,28375.8356
"data scientist","midlevel","on-site","Sacramento, CA","19 days ago","Healthcare",NA,"55,010","55,010","115,891 - 172,882","[]","115891 - 172882",115891,NA,115891,130423.7314
"data scientist","senior",NA,"New York, United States . Minneapolis, MN . Chicago, IL","5 days ago","Technology","Private","420","420","68,504 - 84,944","['git', 'r', 'python', 'docker', 'sql', 'machine learning']","68504 - 84944",68504,NA,68504,77094.4016
"data scientist","midlevel","on-site","Bellevue, WA","a month ago","Retail","Public","7,100",NA,"122,847 - 196,370","['aws', 'git', 'python', 'sql', 'machine learning']","122847 - 196370",122847,NA,122847,138252.0138
"data scientist","senior","on-site","Bengaluru, Karnataka, India . Bengaluru East, Karnataka, India","3 months ago","Healthcare","Public","82,030",NA,"27,524","['pytorch', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']","27524",27524,NA,27524,30975.5096
"data scientist","senior","on-site","New York City, New York, United States . On-site","23 days ago","Technology","Private","150","150","151,203","[]","151203",151203,NA,151203,170163.8562
"data scientist","lead","hybrid","Bengaluru, Karnataka, India . Hybrid","a month ago","Finance","Private","7,030","7,030","14,064","['aws', 'machine learning', 'gcp', 'azure', 'deep learning']","14064",14064,NA,14064,15827.6256
"machine learning engineer","senior","on-site","Washington, DC . On-site","14 days ago","Technology","Private","3,570","3,570","120,104 - 200,112","['deep learning', 'aws', 'machine learning', 'python']","120104 - 200112",120104,NA,120104,135165.0416
"machine learning engineer","midlevel","on-site","Jersey City, NJ","12 days ago","Technology","Public","309,170",NA,"146,134 - 164,401","['aws', 'gcp', 'azure']","146134 - 164401",146134,NA,146134,164459.2036
"data scientist","senior",NA,"Los Alamos, NM","14 days ago","Energy",NA,"12,802","12,802","114,354 - 192,992","['git', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning']","114354 - 192992",114354,NA,114354,128693.9916
NA,"midlevel",NA,"Austin, TX","4 months ago","Education",NA,"16,011","16,011","68,505","['linux', 'python']","68505",68505,NA,68505,77095.527
"data scientist","senior","on-site","Irvine, CA","6 days ago","Technology","Private","5,540","5,540","92,252 - 170,573","['amazon', 'pytorch', 'aws', 'python', 'java', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']","92252 - 170573",92252,NA,92252,103820.4008
"data scientist","senior","remote","Brisbane, CA","19 days ago","Healthcare","Public","660",NA,"164,408 - 211,900","['pandas', 'numpy', 'git', 'r', 'python', 'scikit-learn', 'machine learning', 'matplotlib']","164408 - 211900",164408,NA,164408,185024.7632
"data scientist",NA,"on-site","Mountain View, California, United States . On-site","5 months ago","Technology","Private","310","310","187,241","[]","187241",187241,NA,187241,210721.0214
"machine learning engineer","senior",NA,"New York, NY . Boston, MA . Los Angeles, CA","a year ago","Technology",NA,"Private",NA,"146,141 - 255,740","['pytorch', 'machine learning']","146141 - 255740",146141,NA,146141,164467.0814
"data scientist","midlevel","hybrid","Kansas City, KS . Hybrid","a month ago","Healthcare",NA,"4,104","4,104","75,814 - 119,654","['pytorch', 'r', 'python', 'machine learning', 'deep learning', 'tensorflow']","75814 - 119654",75814,NA,75814,85321.0756
"data scientist","senior","on-site","Boston, MA . United States","22 days ago","Finance","Private","45,070","45,070","109,600","['deep learning', 'machine learning']","109600",109600,NA,109600,123343.84
"data scientist","senior","hybrid","San Jose, CA . Hybrid","2 months ago","Technology","Private","750","750","112,803 - 194,408","['sql', 'machine learning', 'r', 'python']","112803 - 194408",112803,NA,112803,126948.4962
"data scientist","junior","on-site","San Diego, CA","7 days ago","Technology","Private","1,050","1,050","81,294 - 109,607","['sql', 'machine learning', 'tableau']","81294 - 109607",81294,NA,81294,91488.2676
"data scientist","senior","remote","United States . Fully Remote","14 days ago","Technology","Private","550","550","127,869 - 164,402","['pytorch', 'scikit-learn', 'python', 'java', 'machine learning', 'tensorflow']","127869 - 164402",127869,NA,127869,143903.7726
"data scientist","senior",NA,"Bengaluru, Karnataka, India","a month ago","Technology","Private","1,800","1,800","19,988","['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure']","19988",19988,NA,19988,22494.4952
"data scientist","senior","hybrid","Toronto, Ontario, Canada . Hybrid","7 days ago","Finance","Public","29,480",NA,"73,457","['machine learning', 'python']","73457",73457,NA,73457,82668.5078
"data scientist","senior",NA,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ","25 days ago","Healthcare",NA,"4,310","4,310","138,543 - 173,111","['r', 'python', 'sql', 'machine learning', 'tableau']","138543 - 173111",138543,NA,138543,155916.2922
"data scientist","junior","hybrid","Overland Park, KS . Frisco, TX . Bellevue, WA . Hybrid","3 days ago","Technology","Public","83,550",NA,"78,825 - 142,210","['sql', 'machine learning', 'r', 'python']","78825 - 142210",78825,NA,78825,88709.655
"data scientist","midlevel",NA,"Singapore, Singapore","2 days ago","Finance","Public","30,830",NA,"67,044","['spark', 'git', 'python', 'sql', 'hadoop']","67044",67044,NA,67044,75451.3176
"data scientist","lead","hybrid","Lake Mary, FL . Hybrid","4 days ago","Finance","Public","51,750",NA,"109,606","['sql', 'kubernetes', 'machine learning', 'python']","109606",109606,NA,109606,123350.5924
"data scientist","senior","hybrid","Vilniaus, Lithuania . Nzalae/ Nzawa locations, Kitui County, Kenya . Hybrid","5 months ago","Technology","Private","75","75","5,940 - 8,223","['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']","5940 - 8223",5940,NA,5940,6684.876
"data scientist","midlevel","on-site","Brazil, Sao Paulo . On-site","14 days ago","Technology","Private","7,070","7,070","28,878 - 39,713","[]","28878 - 39713",28878,NA,28878,32499.3012
"data scientist","senior",NA,"Washington, DC","2 days ago","Technology","Private","90","90","146,134 - 182,667","['spark', 'r', 'python', 'sql', 'machine learning']","146134 - 182667",146134,NA,146134,164459.2036
"data scientist",NA,"remote",NA,"2 days ago","Technology","Private","126","126","127,874 - 141,573","[]","127874 - 141573",127874,NA,127874,143909.3996
"data scientist","lead","remote",NA,"7 days ago","Technology","Private","750","750","255,738","[]","255738",255738,NA,255738,287807.5452
"data scientist","senior",NA,"San Francisco, CA . Chicago, IL . Seattle, WA . New York, NY","13 days ago","Technology","Private","524","524","114,175 - 155,274","['pandas', 'sql', 'python']","114175 - 155274",114175,NA,114175,128492.545
"data scientist","senior","remote","Alpharetta, GA","3 months ago","Healthcare","Public","6,470",NA,"82,480 - 137,371","['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'scipy', 'database', 'matplotlib']","82480 - 137371",82480,NA,82480,92822.992
"data scientist","senior","on-site","Orlando, FL","4 days ago","Technology","Private","8,520","8,520","97,168 - 107,796","['amazon', 'azure', 'machine learning']","97168 - 107796",97168,NA,97168,109352.8672
"data scientist","senior",NA,"Plainsboro, NJ","7 days ago","Healthcare","Public","55,215",NA,"131,088","['deep learning']","131088",131088,NA,131088,147526.4352
"machine learning engineer",NA,"hybrid","New York, NY . Hybrid","23 days ago","Technology","Private","180","180","173,536 - 228,335","[]","173536 - 228335",173536,NA,173536,195297.4144
"data scientist","senior","remote",NA,"8 days ago","Technology","Private","45","45","118,741","[]","118741",118741,NA,118741,133631.1214
"data scientist","lead","hybrid","Tempe, AZ . Hybrid","20 days ago","Finance","Private","55,070","55,070","100,470 - 137,003","['linux', 'aws', 'r', 'python']","100470 - 137003",100470,NA,100470,113068.938
"data scientist","senior","on-site","Indianapolis, IN","15 days ago","Healthcare","Public","35,050",NA,"138,373 - 202,945","['tableau']","138373 - 202945",138373,NA,138373,155724.9742
"machine learning engineer","senior","hybrid","Redwood City, CA . Hybrid","7 days ago","Retail","Public","2,010",NA,"172,567 - 244,914","['pytorch', 'spark', 'python', 'scala', 'sql', 'machine learning', 'deep learning', 'tensorflow']","172567 - 244914",172567,NA,172567,194206.9018
"data scientist","senior","hybrid","Santa Clara, CA . Hybrid","3 months ago","Technology","Private","600","600","205,499 - 273,999","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']","205499 - 273999",205499,NA,205499,231268.5746
"data scientist","senior","on-site","Bengaluru, Karnataka, India","2 months ago","Technology","Private","1,310","1,310","15,667","['powerbi', 'python', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tableau']","15667",15667,NA,15667,17631.6418
"data scientist",NA,"remote",NA,"a month ago","Technology","Private","126","126","155,272","[]","155272",155272,NA,155272,174743.1088
"data scientist","lead","on-site","Boston, MA","7 days ago","Finance","Public","3,040",NA,"141,571","['sql', 'machine learning', 'r', 'python']","141571",141571,NA,141571,159324.0034
"data scientist","senior","hybrid","Boston, MA . Hybrid","16 hours ago","Finance","Private","60,640","60,640","109,605 - 159,838","['r', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']","109605 - 159838",109605,NA,109605,123349.467
"data scientist","lead","remote","Raleigh, NC","18 days ago","Technology","Public","2,570",NA,"146,135 - 182,668","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']","146135 - 182668",146135,NA,146135,164460.329
"data scientist","senior","remote",NA,"a month ago","Technology","Private","300","300","168,061 - 192,721","[]","168061 - 192721",168061,NA,168061,189135.8494
"data scientist","senior","on-site","Brooklyn, OH . Cleveland, OH . United States","a month ago","Finance","Public","18,030",NA,"115,085 - 126,958","['sql', 'r', 'python']","115085 - 126958",115085,NA,115085,129516.659
"data scientist","senior","remote",NA,"3 days ago","Technology","Private","45","45","155,269 - 178,102","[]","155269 - 178102",155269,NA,155269,174739.7326
"data scientist","midlevel","on-site","Chicago, IL","5 days ago","Technology","Private","43,933","43,933","52,518 - 97,271","[]","52518 - 97271",52518,NA,52518,59103.7572
"data scientist","senior","on-site","South San Francisco, CA","4 days ago","Technology","Private","126","126","147,049 - 185,363","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib', 'tensorflow']","147049 - 185363",147049,NA,147049,165488.9446
"data scientist","midlevel","on-site","Philadelphia, PA","10 months ago","Education",NA,"39,879","39,879","91,339 - 109,605","['sql', 'machine learning', 'r', 'python']","91339 - 109605",91339,NA,91339,102792.9106
"data scientist","lead","on-site","Minneapolis, MN","a month ago","Finance","Private","1,320","1,320","112,348 - 168,609","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']","112348 - 168609",112348,NA,112348,126436.4392
"data scientist","senior","hybrid","Bucharest, Bucharest, Romania . Vilnius, Vilniaus, Lithuania . Estonia . Bulgaria . Poland + 11 More . Hybrid","2 months ago","Technology","Private","75","75","5,939 - 8,222","['aws', 'database', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure']","5939 - 8222",5939,NA,5939,6683.7506
"data scientist","senior","remote","United States . Fully Remote","14 days ago","Healthcare","Private","490","490","91,336 - 109,602","['pandas', 'numpy', 'aws', 'git', 'scikit-learn', 'python', 'sql', 'gcp', 'database', 'machine learning']","91336 - 109602",91336,NA,91336,102789.5344
"machine learning engineer","senior","remote",NA,"a month ago","Technology","Public","990",NA,"197,190 - 236,660","[]","197190 - 236660",197190,NA,197190,221917.626
"data scientist","senior","hybrid","San Francisco, California, United States . San Francisco, California, USA . Hybrid","a month ago","Healthcare","Private","45","45","159,834 - 205,500","[]","159834 - 205500",159834,NA,159834,179877.1836
"data scientist","senior","hybrid","Chicago, IL . إلينوي شيكاغو الولايات المتحدة . Hybrid","2 months ago","Healthcare","Private","420","420","95,901 - 123,301","['sql', 'machine learning', 'scikit-learn', 'python']","95901 - 123301",95901,NA,95901,107926.9854
"data scientist","senior","hybrid","Austin, Texas . Hybrid","a day ago","Technology","Public","2,760",NA,"200,937","[]","200937",200937,NA,200937,226134.4998
"data scientist","senior","on-site","San Diego, CA","a month ago","Healthcare","Public","4,040",NA,"129,513 - 215,914","['r', 'python', 'scala', 'sql', 'gcp']","129513 - 215914",129513,NA,129513,145753.9302
"data scientist","lead",NA,"Salt Lake City Metropolitan Area","7 days ago","Education",NA,"9,030","9,030","182,667","['sql', 'machine learning', 'python']","182667",182667,NA,182667,205573.4418
"data scientist","midlevel",NA,"Pune, Maharashtra, India","7 days ago","Finance","Public","205,350",NA,"30,455","['scikit-learn', 'python', 'sql', 'database', 'machine learning']","30455",30455,NA,30455,34274.057
"data scientist","junior",NA,"Queenstown, Central Singapore Community Development Council, Singapore","3 months ago","Education",NA,"210","210","54,802","['tableau', 'r', 'python']","54802",54802,NA,54802,61674.1708
"data scientist","midlevel","remote","Brookfield, WI . Fully Remote","7 days ago","Healthcare","Private","3,810","3,810","59,552 - 138,317","['aws', 'r', 'python', 'sql', 'machine learning']","59552 - 138317",59552,NA,59552,67019.8208
"data scientist","senior","hybrid","Yonkers, New York, United States . Hybrid","17 hours ago","Healthcare","Private","683","683","120,568 - 134,268","[]","120568 - 134268",120568,NA,120568,135687.2272
"data scientist","senior","hybrid","Berlin, Berlin, Germany . Hybrid","a month ago","Technology","Private","8,350","8,350","86,270 - 119,421","['scala', 'spark', 'machine learning', 'python']","86270 - 119421",86270,NA,86270,97088.258
"data scientist","lead","hybrid","Golden Valley, MN . Austin, TX . Hybrid","7 days ago","Technology","Public","4,770",NA,"119,819 - 178,753","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'git', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'keras', 'azure', 'tensorflow']","119819 - 178753",119819,NA,119819,134844.3026
"data scientist","senior","hybrid","Chicago, IL . Hybrid","5 days ago","Technology","Private","51,270","51,270","83,821","['git', 'r', 'python', 'sql', 'machine learning', 'deep learning']","83821",83821,NA,83821,94332.1534
"data scientist","senior","remote",NA,"22 days ago","Technology","Public","2,540",NA,"137,006 - 200,939","[]","137006 - 200939",137006,NA,137006,154186.5524
"data scientist","senior",NA,"Ukraine","14 days ago","Technology","Private","10,270","10,270","65,768","['amazon', 'pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']","65768",65768,NA,65768,74015.3072
"data scientist","lead","remote",NA,"a month ago","Healthcare","Private","180","180","173,536 - 200,936","[]","173536 - 200936",173536,NA,173536,195297.4144
"data scientist",NA,"on-site","Barcelona, Spain . On-site","a month ago","Technology","Private","3,780","3,780","46,527 - 76,221","[]","46527 - 76221",46527,NA,46527,52361.4858
"data scientist",NA,"hybrid",NA,"a month ago","Technology","Private","180","180","39,254 - 58,876","[]","39254 - 58876",39254,NA,39254,44176.4516
"data scientist","senior","remote",NA,"6 months ago","Energy","Private","90","90","141,572 - 168,972","[]","141572 - 168972",141572,NA,141572,159325.1288
"data scientist","midlevel","on-site","San Francisco, CA","21 days ago","Technology","Public","9,300",NA,"130,666 - 241,896","['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']","130666 - 241896",130666,NA,130666,147051.5164
"data scientist","midlevel","on-site","Rockville, MD","a month ago","Healthcare","Public","106,370",NA,"124,333 - 207,218","['machine learning', 'r', 'python']","124333 - 207218",124333,NA,124333,139924.3582
"data scientist","senior","hybrid","New York, NY . Hybrid","2 months ago","Technology","Private","500","500","109,603 - 118,736","[]","109603 - 118736",109603,NA,109603,123347.2162
"data scientist","lead","on-site","Seattle, WA","7 days ago","Retail","Public","157,150",NA,"120,567","['python', 'sql', 'machine learning', 'azure', 'tableau']","120567",120567,NA,120567,135686.1018
"data scientist","senior","remote","United States","7 days ago","Technology","Private","960","960","109,600 - 118,733","['spark', 'aws', 'git', 'r', 'python', 'powerbi', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure', 'matplotlib', 'tableau']","109600 - 118733",109600,NA,109600,123343.84
"data scientist","lead","on-site","United States","14 days ago","Retail","Public","50,040",NA,"86,958","['pytorch', 'spark', 'python', 'machine learning', 'deep learning', 'azure', 'tensorflow']","86958",86958,NA,86958,97862.5332
"data scientist","senior","remote",NA,"2 days ago","Healthcare","Private","360","360","109,606 - 146,139","[]","109606 - 146139",109606,NA,109606,123350.5924
"data scientist","senior","hybrid","Minneapolis, MN . Hybrid","7 days ago","Healthcare","Private","751","751","103,871","['sql', 'machine learning', 'r', 'python']","103871",103871,NA,103871,116896.4234
"data scientist",NA,"hybrid",NA,"a year ago","Technology","Private","180","180","137,003 - 173,536","[]","137003 - 173536",137003,NA,137003,154183.1762
"data scientist","senior","remote","India, Bengaluru . Fully Remote","5 days ago","Technology","Private","900","900","39,026","[]","39026",39026,NA,39026,43919.8604
"machine learning engineer","senior","on-site","Colorado Springs, CO","14 days ago","Technology","Private","1,040","1,040","109,608 - 127,875","['pytorch', 'scikit-learn', 'machine learning', 'tensorflow']","109608 - 127875",109608,NA,109608,123352.8432
"data scientist","senior","hybrid","San Francisco, CA . Hybrid","21 days ago","Technology","Private","780","780","146,135 - 196,368","[]","146135 - 196368",146135,NA,146135,164460.329
"data scientist","senior",NA,"Chicago, IL","7 days ago","Healthcare","Public","2,540",NA,"63,942 - 86,775","['powerbi', 'r', 'python', 'sql', 'database', 'hadoop', 'tableau']","63942 - 86775",63942,NA,63942,71960.3268
"data scientist","senior","on-site",NA,"13 days ago","Technology","Private","600","600","147,968","[]","147968",147968,NA,147968,166523.1872
"data scientist",NA,"hybrid",NA,"3 years ago","Technology","Private","180","180","137,005 - 173,538","[]","137005 - 173538",137005,NA,137005,154185.427
"data scientist",NA,"on-site","South San Francisco, California, United States . On-site","2 months ago","Technology","Private","45","45","159,835 - 182,668","[]","159835 - 182668",159835,NA,159835,179878.309
"data scientist","senior",NA,"Singapore, Singapore","a month ago","Technology",NA,"6,040","6,040","80,624","['database']","80624",80624,NA,80624,90734.2496
"data scientist","lead","on-site","Sacramento, California, United States . Jacksonville, Florida, United States . Austin, Texas, United States . Mexico City, Mexico . Ottawa, Ontario, Canada + 17 More . On-site","2 months ago","Technology","Private","420","420","218,288","[]","218288",218288,NA,218288,245661.3152
"data scientist",NA,"on-site","Annapolis Junction, Maryland, United States . On-site","7 days ago","Technology","Private","57","57","45,667 - 264,871","[]","45667 - 264871",45667,NA,45667,51393.6418
"data scientist","senior","remote",NA,"2 months ago","Technology","Private","45","45","141,574 - 182,674","[]","141574 - 182674",141574,NA,141574,159327.3796
"data scientist","senior","hybrid","United States . Hybrid","4 days ago","Technology","Public","3,050",NA,"130,609 - 209,155","['pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']","130609 - 209155",130609,NA,130609,146987.3686
"data scientist","senior",NA,"Fort Huachuca, AZ . Fort Huachuca, Arizona, United States","22 days ago","Technology","Private","5,060","5,060","60,287 - 96,820","[]","60287 - 96820",60287,NA,60287,67846.9898
"data scientist","senior","on-site","Richmond, VA","8 days ago","Technology","Private","2,300","2,300","91,334 - 109,600","['git', 'r', 'python', 'sql', 'machine learning']","91334 - 109600",91334,NA,91334,102787.2836
"data scientist","senior",NA,"Ashburn, VA","21 days ago","Technology","Private","5,030","5,030","160,753 - 257,566","['spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tableau']","160753 - 257566",160753,NA,160753,180911.4262
"data scientist","lead",NA,"New York, NY","6 months ago","Technology","Private","2,060","2,060","79,654 - 125,307","['spark', 'aws', 'python', 'sql', 'machine learning']","79654 - 125307",79654,NA,79654,89642.6116
"data scientist","senior","on-site","Greater Milwaukee","8 days ago","Retail","Public","4,760",NA,"94,111 - 161,332","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure', 'tableau']","94111 - 161332",94111,NA,94111,105912.5194
"data scientist","lead",NA,"Boston, MA","23 days ago","Healthcare",NA,"4,270","4,270","149,604 - 182,849","['r', 'python', 'sql', 'machine learning', 'tableau']","149604 - 182849",149604,NA,149604,168364.3416
"data scientist","senior","hybrid","Maplewood, MN . Hybrid","7 days ago","Healthcare","Public","22,030",NA,"146,393 - 178,925","['machine learning', 'r', 'python']","146393 - 178925",146393,NA,146393,164750.6822
"data scientist","senior",NA,"San Francisco, CA","2 days ago","Finance","Private","90","90","200,936 - 264,868","['amazon', 'machine learning']","200936 - 264868",200936,NA,200936,226133.3744
"data scientist","senior","hybrid","Austin, TX . Hybrid","14 days ago","Technology","Private","330","330","109,606 - 146,139","['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'airflow', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib', 'tableau']","109606 - 146139",109606,NA,109606,123350.5924
"data scientist","senior","hybrid","San Francisco, CA . Hybrid","4 days ago","Technology","Private","524","524","164,408 - 182,674","['sql', 'machine learning', 'python']","164408 - 182674",164408,NA,164408,185024.7632
"data scientist","junior","remote","Dallas, TX","14 days ago","Healthcare",NA,"2,840","2,840","43,700","['machine learning', 'r', 'python']","43700",43700,NA,43700,49179.98
"data scientist","lead",NA,"Elsbethen, Salzburg, Austria","7 days ago","Energy","Private","13,070","13,070","29,498","['sql', 'git', 'r', 'python']","29498",29498,NA,29498,33197.0492
"data scientist",NA,"on-site","San Francisco, CA . On-site","13 days ago","Technology","Private","90","90","131,528 - 175,367","[]","131528 - 175367",131528,NA,131528,148021.6112
"data scientist","lead","hybrid","Los Angeles, CA . Hybrid","a month ago","Technology","Private","150","150","104,128 - 192,721","[]","104128 - 192721",104128,NA,104128,117185.6512
"data scientist",NA,"hybrid",NA,"5 months ago","Technology","Private","45","45","118,739 - 155,272","[]","118739 - 155272",118739,NA,118739,133628.8706
"data scientist","senior","hybrid","Chicago, Illinois, United States . Hybrid","7 days ago","Manufacturing","Private","420","420","156,187","[]","156187",156187,NA,156187,175772.8498
"data scientist","senior","remote",NA,"20 days ago","Technology","Private","210","210","200,936","[]","200936",200936,NA,200936,226133.3744
"data scientist","lead","remote","Detroit, MI","a day ago","Finance","Public","26,010",NA,"90,424","['aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']","90424",90424,NA,90424,101763.1696
"data scientist","junior","on-site","Miami, FL","14 days ago","Finance","Private","3,790","3,790","182,667","['pandas', 'spark', 'r', 'python', 'scikit-learn', 'sql', 'gcp', 'machine learning', 'tensorflow', 'tableau']","182667",182667,NA,182667,205573.4418
"data scientist","lead",NA,"New York County, NY","14 days ago","Retail","Private","14,460","14,460","100,473","[]","100473",100473,NA,100473,113072.3142
"data scientist","lead","hybrid","Los Angeles, CA . Hybrid","a month ago","Technology","Private","150","150","237,468","[]","237468",237468,NA,237468,267246.4872
"data scientist","senior","on-site","United States","a month ago","Technology","Public","1,780",NA,"114,170","['pytorch', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']","114170",114170,NA,114170,128486.918
"data scientist","senior",NA,"Boston, MA","14 days ago","Finance","Private","700","700","189,518 - 205,501","['amazon', 'spark', 'git', 'r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'azure']","189518 - 205501",189518,NA,189518,213283.5572
"data scientist","senior","hybrid","New York, NY . Hybrid","15 days ago","Retail","Public","1,800",NA,"68,501 - 73,068","['amazon', 'r', 'python', 'sql', 'machine learning']","68501 - 73068",68501,NA,68501,77091.0254
"data scientist","senior","on-site","Lake Oswego, OR . Portland, OR . Hillsboro, OR","2 months ago","Finance","Public","3,780",NA,"81,237 - 150,867","['aws', 'r', 'python', 'sql', 'machine learning', 'azure']","81237 - 150867",81237,NA,81237,91424.1198
"data scientist","midlevel","on-site","San Francisco Bay Area . On-site","5 days ago","Technology","Private","300","300","78,551 - 139,744","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'tensorflow']","78551 - 139744",78551,NA,78551,88401.2954
"data scientist","senior","on-site","United States","25 days ago","Technology","Private","90","90","95,906 - 114,173","['sql', 'machine learning', 'r', 'python']","95906 - 114173",95906,NA,95906,107932.6124
"data scientist",NA,NA,"Alameda, CA","2 months ago","Healthcare","Public","2,320",NA,"38,730 - 61,967","[]","38730 - 61967",38730,NA,38730,43586.742
"data scientist","senior","remote","United States . Fully Remote","14 days ago","Finance","Private","226","226","150,707 - 200,940","['sql', 'python']","150707 - 200940",150707,NA,150707,169605.6578
"data scientist","senior","on-site","United States","a month ago","Technology","Public","34,020",NA,"164,406","['pandas', 'pytorch', 'aws', 'r', 'python', 'linux', 'java', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']","164406",164406,NA,164406,185022.5124
"data scientist","senior",NA,"Grand Rapids, MI","a month ago","Retail","Private","70,060","70,060","115,541","['pandas', 'numpy', 'pytorch', 'r', 'python', 'sql', 'machine learning', 'azure', 'tensorflow']","115541",115541,NA,115541,130029.8414
"data scientist","senior",NA,"Ahmedabad, Gujarat, India . Bengaluru, Karnataka, India","7 days ago","Technology","Public","26,670",NA,"18,675","['pytorch', 'deep learning', 'machine learning', 'python']","18675",18675,NA,18675,21016.845
"data scientist","senior","on-site","New York, NY","10 days ago","Finance","Public","3,060",NA,"141,570","['kubernetes', 'machine learning', 'python']","141570",141570,NA,141570,159322.878
"machine learning engineer",NA,"hybrid",NA,"12 days ago","Energy","Private","1,910","1,910","109,607 - 137,007","[]","109607 - 137007",109607,NA,109607,123351.7178
"data scientist","senior","hybrid","New York, New York . Hybrid","a day ago","Technology","Public","2,760",NA,"120,566 - 231,992","[]","120566 - 231992",120566,NA,120566,135684.9764
"data scientist","senior","on-site","Fredericksburg, VA . Richmond, VA . San Francisco, CA . Seattle, WA","4 days ago","Technology","Private","25,090","25,090","100,469 - 210,068","['powerbi', 'r', 'python', 'java', 'sql', 'machine learning', 'tableau']","100469 - 210068",100469,NA,100469,113067.8126
"data scientist","senior",NA,"Los Angeles, CA","5 days ago","Healthcare","Private","5,674","5,674","95,356 - 163,460","['pandas', 'git', 'r', 'python', 'keras', 'machine learning']","95356 - 163460",95356,NA,95356,107313.6424
"data scientist","senior",NA,"Charlotte, NC . Charlotte, North Carolina, United States","a month ago","Technology","Public","96,050",NA,"95,902","['machine learning', 'r', 'python']","95902",95902,NA,95902,107928.1108
